Title,Author,Time,News Content
"Why is this online banking security feature common in other countries, but not Canada?",Yvonne Colbert,2019-10-07T08:00:00Z,Some experts say Canada is lagging behind other countries when it comes to online banking security.
Tesla Adds Hibar Systems To Its List Of Acquisitions,Steve Hanley,2019-10-06T21:45:26Z,"With no public announcement or fanfare, Tesla has acquired Hibar Systems of Toronto, a company that specializes in advanced battery manufacturing techniques."
The Elec: Tesla To Produce Its Own Batteries,Johnna Crider,2019-10-22T04:43:30Z,"In an article posted by EV Specifications, it reports that the publication The Elec says that industry sources from South Korea show that Tesla will produce its own batteries. They get their information from the fact that Daebo Magnetic will be the supplier o…"
"Ships are illegally dumping plastic trash at sea, study suggests",Emily Chung,2019-10-15T08:00:00Z,"Trash thrown illegally from cargo ships is the likely source of thousands of plastic bottles washing up on a remote island in the South Atlantic, says a new study. That suggests more focus on littering at sea may be needed to tackle the ocean plastics problem."
"New red meat guidelines are undermined by undisclosed ties and faulty methods, say critics",Owen Dyer,2019-10-14T10:21:14Z,New guidelines on red and processed meat1 that cast doubt on the health benefits of reducing consumption have come under fire from critics who note that the lead author of the principal paper also helped to write a 2016 paper questioning the benefits of limit…
Better teleoperations with a less complicated system,,2019-11-04T05:00:00Z,Bilateral teleoperation systems are complicated robotic systems that allow people to perform tasks remotely or in hard to access environments. Making such systems less complicated while carrying out their tasks successfully is a key factor for improving the p…
Dalhousie grad gets long-awaited apology from university via tweet,Kaitlyn Swan,2019-10-25T21:22:30Z,"Two years after Dalhousie University withdrew its decision to punish Masuma Khan over an anti-Canada 150 post on Facebook, Khan still feels ramifications from the incident and is demanding a public apology from the university on campus."
"Books of the week: From Amanthi Harris’ Beautiful Place to The Nepal Nexus by Sudheer Sharma, our picks",Aarushi Agrawal,2019-10-27T03:49:25Z,"Our weekly roundup of books that should be on your radar. The post Books of the week: From Amanthi Harris’ Beautiful Place to The Nepal Nexus by Sudheer Sharma, our picks appeared first on Firstpost."
Booze is back at Dalhousie University's student-run bars,CBC News,2019-11-01T23:47:07Z,The two bars run by the Dalhousie Student Union are once again allowed to serve alcohol after two weeks of negotiations smoothed out a dispute between the union and Dalhousie University.
"Dalhousie's student-run bars go dry amid dispute between school, student union",Frances Willick,2019-10-18T20:04:21Z,"Dalhousie University says the student union is not following policies on safe serving of alcohol, which left the school with ""no other option"" than to suspend bar services."
"No, beef isn't bad for you: Scientists conclude there is no need to eat less red or processed meat - The Journal Pioneer",Sharon Kirkey,2019-10-05T22:22:03Z,"No, beef isn't bad for you: Scientists conclude there is no need to eat less red or processed meat The Journal Pioneer Is Everything We Know About Meat Consumption Wrong? MedPage Today Red Meat Not So Bad For You After All Mother Jones Mis-steak: Researchers …"
Condimentul care ”programează” celulele canceroase să se autodistrugă,Realitatea.net,2019-10-09T19:48:25Z,"Cancerul intestinului gros este a doua cauză de deces dintre toate tipurile de cancer din Europa şi, anual, &icirc;n lume mor 700.000 de oameni din această cauză.&nbsp; Citește mai departe..."
Rotavirus vaccine added to province's childhood immunization program - HalifaxToday.ca,HalifaxToday Staff,2019-11-01T15:50:00Z,Rotavirus vaccine added to province's childhood immunization program HalifaxToday.ca Nova Scotia last province to pay to immunize infants against common virus CBC.ca View full coverage on Google News
The undecided: Canadian voters weigh in on federal leaders' debate - CTV News,Brooklyn Neustaeter,2019-10-08T14:51:00Z,"The undecided: Canadian voters weigh in on federal leaders' debate CTV News Well, that was helpful Maclean's 5 key moments from the federal leaders' debate CBC.ca Kelly McParland: Only Scheer and Trudeau can win — and it's harder for Scheer National Post What…"
"Sarah Levy Net Worth, Career, Bio",Wendy Stokes,2019-10-19T19:33:08Z,"If you ever watched Schitt’s Creek, then you have probably noticed a character named Twyla Sands who is appearing on the show. Sarah Levy portrays her, … The post Sarah Levy Net Worth, Career, Bio appeared first on The Frisky."
Ridings to watch: Atlantic Canada a region ‘up for grabs’ after 2015 Liberal wave - Global News,bbritneffglobal,2019-10-06T13:00:42Z,"Ridings to watch: Atlantic Canada a region ‘up for grabs’ after 2015 Liberal wave Global News Political strategists give advice to Canadian party leaders ahead of debates, federal election Global News The kitchen’s on fire, and Scheer won’t grab the fire exti…"
Dalhousie students encouraged to read Mi'kmaw poet's autobiography,Brent Kelloway,2019-10-28T20:31:28Z,"First-year students at Halifax's Dalhousie University are getting the opportunity to read Rita Joe's autobiography. Rita Joe, known as the poet laureate of the Mi'kmaw people, died in March 2007 at the age of 75. Her book has been selected for the university'…"
La revolución de las baterías para coches eléctricos: una carrera que no ha hecho más que empezar,Victoria Fuentes,2019-10-13T10:00:30Z,"John B. Goodenough, Stanley Whittingham y Akira Yoshino. Son los conocidos como padres de las baterías de iones de lito, y el pasado 9 de octubre de 2019 se llevaron el Nobel de Química por su enorme aportación tecnológica y científica. <!-- BREAK 1 --> La es…"
"“In the fractured 21st century, we can respond to a human yearning to come together”: Baha’i Temple of South America by Hariri Pontarini Architects wins 2019 RAIC International Prize",Justine Testado,2019-10-26T02:00:00Z,"Built at the foot of the Andes near Santiago, Chile, the Baha’i Temple of South America by Hariri Pontarini Architects has attracted over 1.4 million visitors since opening in 2016. Tonight during an awards ceremony in Toronto, the RAIC announced the temple a…"
VBI Vaccines Announces Late-Breaker Poster Presentation at The Liver Meeting® 2019,,2019-10-22T12:10:36Z,"CAMBRIDGE, Mass.--(BUSINESS WIRE)---- $VBIV--VBI Vaccines Inc. (Nasdaq: VBIV) (""VBI""), a commercial-stage biopharmaceutical company developing next-generation infectious disease and immuno-oncology vaccines, today announced that the company’s abstract titled,…"
"Jenny Weitzman: Confusion at the fish counter, how to eat fish responsibly",Stephen Snelgrove,2019-10-26T01:00:36Z,"Opinion: When did eating fish-and-chips get so complicated? Consumers must now weigh geography, catch method and species in their food order."
Modern Scientific Controversies Part 7: The Meat War,Kip Hansen,2019-10-10T13:00:29Z,"Guest Essay by Kip Hansen — 10 October 2019 Prologue: This is part of an occasional series of essays that discusses ongoing scientific controversies, a specific type of which are often referred to in the science press and elsewhere as “Wars” – for instance, o…"
Priest sexual assault allegations civil case starts in Vancouver,Jeremy Hainsworth,2019-10-07T21:54:34Z,A 42-year-old case of allegations of sexual assault by a Kamloops priest against a grieving woman is being heard in B.C. Supreme Court.
Dalhousie's Marion McCain building under evacuation order,CBC News,2019-10-31T12:51:24Z,A building on Dalhousie University's campus is under an evacuation order.
NY Times: Scientist Who Discredited Meat Guidelines Didn’t Report Past Food Industry Ties,newsguy76,2019-10-10T17:24:26Z,An unexpected new study challenged decades of nutrition advice and gave consumers the green light to eat more red and processed meat. But the study didn’t disclose that the lead author has past tie…
Intro to Adversarial Machine Learning and Generative Adversarial Networks,mtdearing,2019-10-23T16:00:08Z,"In this crash course on GANs, we explore where they fit into the pantheon of generative models, how they've changed over time, and what the future has in store for this area of machine learning."
"Zero-tolerance policies aimed at stopping bullying not working, experts say",Michelle McQuigge,2019-10-10T22:56:10Z,"The shocking death of a 14-year-old Ontario boy who was stabbed outside his high school raises questions about the effectiveness of the anti-bullying campaigns that have gained prominence in Canada in recent years, those with expertise in the matter said Thur…"
"From phones to Tesla cars, lithium-ion batteries come of age",IANS,2019-10-09T13:13:58Z,The Li-ion technology is currently the best performing technology for energy storage based on batteries.Li-ion batteries are used in small electronics and are also the best options for electric cars
Canada's Decision To Make Public More Clinical Trial Data Puts Pressure On FDA,Barbara Mantel,2019-10-11T18:18:25Z,The U.S. Food and Drug Administration treats most data it gets on the development of new drugs and medical devices as confidential to companies. Critics say making the data public would help patients.
What lies beneath: 3 things to watch for in the election results,Jonathon Gatehouse,2019-10-21T08:00:06Z,"The federal election outcome seems uncertain, but the forces that will shape the results are clear enough."
Sales of rashers PLUNGE by more than £1m a week last year,By Ian Fletcher For The Daily Mail,2019-10-06T22:46:43Z,Supermarket sales dropped £56.8million in the last year to July. Figures from analysts Kantar show total sales fell 4.7 per cent to £1.2billion. Own-label bacon sales were down 6 per cent.
N.S. names committee members to advise on ecological forest management,The Canadian Press,2019-10-18T16:48:43Z,The committee will advise the minister of Lands and Forestry and help residents understand forestry decisions.
"Giving blood pressure and other essential medicines free improves health, trial shows",CBC News,2019-10-07T22:34:53Z,"Giving people free medications helps makes them healthier, a Canadian randomized trial proves."
New Battery Could Charge an Electric Car in 10 Minutes,Jennifer Walter,2019-10-30T21:12:28Z,"A new design for lithium-ion batteries could dramatically reduce charging times. (Credit: buffaloboy/Shutterstock) Forget the 10 hours it can take to charge your Tesla Model X. A new battery, created by researchers at Penn State, can complete a charge in as l…"
Sinkhole investigation launched on Trans-Canada Highway near Oxford,Brett Ruskin,2019-10-09T15:00:00Z,"Last month, a CBC News investigation showed indications that the Trans-Canada Highway near Oxford, N.S., was built over a sinkhole. Now, the provincial government has launched its own investigation."
"From phones to Tesla cars, lithium-ion batteries come of age",IANS,2019-10-09T11:58:29Z,The Li-ion technology is currently the best performing technology for energy storage based on batteries.
Study showing there's no need to cut red meat has link to beef industry,LAURA REILEY,2019-10-15T21:38:16Z,Researchers who rocked the nutrition world are slammed for not revealing funding.
Neal Ascherson: Max Beaverbrook’s Mediations,Neal Ascherson,2019-10-16T23:05:17Z,"‘It’s a disgusting case – her face lights up whenever that animated little deformity so much as turns to her.’ This was Diana Manners, writing to her fiancé, Duff Cooper, in 1919. ‘Her’ was Venetia Montagu, the light of Herbert Asquith’s life when he was prim…"
"Candidates are scrubbing their digital pasts, but is that ethical?",David Burke,2019-10-13T09:00:00Z,"Some candidates running for office have taken to erasing unwanted bits of their online history, while some political hopefuls shut down social media accounts. But is it the ethical thing to do?"
Hey Barack! Grade 9 student invites former president to her after-school program,Emma Smith,2019-10-29T19:56:13Z,Thirteen-year-old Eve Wedderburn posted a video on Twitter asking Barack Obama to visit her after-school program when he's in the city next month.
More than half of Nova Scotians on wells are at risk of having lead in their water,"Zane Woodford - Star Halifax,Lyndsay Armstrong - University of King’s College,Megan O’Toole,Elizabeth McSheffrey - Global News",2019-11-04T10:00:00Z,"About 440,000 Nova Scotians — nearly half the province’s residents — draw tap water from a well."
History suggests Andrew Scheer's interprovincial free-trade promise is destined to fail,Jonathon Gatehouse,2019-10-16T08:00:13Z,Conservative leader Andrew Scheer has already set a date for a premiers meeting on interprovincial free trade. But the cross-country barriers will be difficult to dismantle.
"Beyond Meat drops claims that eating meat ups risk of heart disease, cancer",Sophia Harris,2019-10-13T08:00:00Z,"Beyond Meat has dropped from its website statistics about the health risks of eating meat. The move follows criticism from experts about the company's health claims, but Beyond Meat said it's simply updating its site."
Lithium Miners News For The Month Of October 2019,Matt Bohlsen,2019-10-25T14:15:33Z,Lithium prices were generally slightly lower in September. Lithium market news - Demand crash on the EV highway hits battery metals. Goldman Sachs says investor
Scientist responds to critique of industry ties after publishing study on red meat,The Canadian Press,2019-10-07T13:02:36Z,A Canadian researcher who co-led a study that challenges well-worn advice to limit meat consumption has responded to criticisms he should have disclosed past ties to the global meat and food industry.
"Underfunded and under-resourced, Indigenous police services struggle with MMIWG cases",Jessica Deer,2019-10-30T08:00:00Z,Three reports published this year call on structural and funding changes to Indigenous policing as many forces struggle to meet their communities' safety and security needs.
John Ivison: Andrew Scheer’s future hinges on cross-country listening tour,John Ivison,2019-11-05T23:20:57Z,Stepping down would not be an easy decision for Scheer. But he may well come to the conclusion that he has no choice. The discontent is real
Nova Scotia's only fertility clinic now offering egg storage,Carolyn Ray,2019-10-23T09:00:00Z,"Women who think they may want to have a baby in the future can finally have their eggs stored in Nova Scotia's only fertility clinic. And while the option comes at a steep cost, advocates say it opens doors for more families."
Delays likely as protest Monday morning expected to shut down Macdonald Bridge,Richard Cuthbertson,2019-10-06T18:51:05Z,"Buses are being rerouted and commuters crossing Halifax harbour will likely face lengthy delays Monday morning as environmental activists move to close down the Macdonald Bridge, one of the city’s most important traffic arteries."
"Chris Selley: In the internet age, all political candidates have moved into glass houses",Chris Selley,2019-10-07T22:51:39Z,"As more people enter politics with searchable records of their entire lives available to their opponents, we approach a mutually-assured-destruction scenario"
Sacramento Kings Announce Basketball Operations Additions and Promotions,,2019-10-10T21:27:43Z,The Sacramento Kings announced today staff additions and promotions within the basketball operations department for the 2019-20 NBA season.
KFC hopes to avoid a hot mess with new bamboo buckets for poutine,Josh Rubin - Business Reporter,2019-11-05T20:21:00Z,Fast food chain launches a trial of new packaging—starting with poutine.
Offshore oil exploration in N.L. often occurs without wildlife monitoring,Patrick Butler,2019-10-16T12:30:00Z,Oil and gas exploration using powerful air guns shown to be harmful to marine life regularly occurs off the province's coast without environmental monitoring.
Offshore oil exploration in N.L. often occurs without wildlife monitoring,Patrick Butler,2019-10-16T12:30:00Z,Oil and gas exploration using powerful air guns shown to be harmful to marine life regularly occurs off the province's coast without environmental monitoring.
Blank Rome Attorney Laura Reathaford To Lead Lathrop Gage's California Employment & Labor Practice,,2019-10-09T20:00:00Z,"LOS ANGELES, Oct. 9, 2019 /PRNewswire/ -- Lathrop Gage announces leading Employment & Labor attorney Laura Reathaford as its newest Partner in the Los Angeles office. Joining from AmLaw 100 firm Blank Rome LLP, Reathaford will lead the Employment & Labor prac…"
Author of study on red meat responds to critique of his previous ties to meat industry,The Canadian Press,2019-10-05T19:42:51Z,"Disclosure rules require the author to reveal outside funding received within three years, but critics said he should have disclosed later connections to the food industry"
"Charlebois: If you’re a meat lover, hug a vegan. Here’s why.","Christina Spencer, Ottawa Citizen",2019-10-31T14:07:58Z,Some people think it's all a dietary cult. But vegans’ contribution to our public discourse about proteins should not be taken lightly.
Should you eat more red meat?,Nsikan Akpan,2019-10-07T19:31:32Z,"Despite new guidelines for red and processed meat, the answer is still broadly no. Here's why nutritional studies are so confusing."
Dr Michael Mosley reveals the truth about processed meat and cancer,By Dr Michael Mosley For The Mail On Sunday,2019-10-05T22:26:44Z,"In an effort to clarify the issues surrounding, among other things, red and processed meat, the Mail on Sunday spoke to scientists who have devoted their careers to studying food and cancer."
"Long the Green party’s lone MP, Elizabeth May confident the hard work is about to pay off",Jeremy Nuttall - Star Vancouver,2019-10-09T23:53:23Z,"As public climate crisis pressure mounts, fundraising and polls suggest 2019 could be a breakout year for Canada’s Green party."
"Battling ‘battery cell scarcity’ and manufacturing hiccups, Tesla quietly buys Ontario automation firm",Gabriel Friedman,2019-10-08T18:46:35Z,"Richmond Hill-based Hibar Systems Ltd., which specializes in building 'complex high speed integrated battery assembly lines,' now a subsidiary of Tesla"
Meat is good for you and safe but wait...,Doctor Amadeus,2019-10-06T16:55:09Z,"Honestly I have been keeping an eye on this for some years and limiting meat and processed foods more recently, even though reports like the above suggest that wasn't necessary, but NOW it seems as if the conventional science was correct and that limiting mea…"
Meat vs. meatless? ‘Vegandale’ butcher insists there’s a third option,Christine Sismondo - Special to the Star,2019-10-07T17:36:00Z,Is the possibility for a mindful relationship with meat getting lost in the meteoric rise of anti-meat sentiment?
"Zero-tolerance policies aimed at stopping bullying not working, say experts",Michelle McQuigge,2019-10-11T20:19:39Z,"The shocking death of a 14-year-old Ontario boy who was stabbed outside his high school raises questions about the effectiveness of the anti-bullying campaigns that have gained prominence in Canada in recent years, those with expertise in the matter said on T…"
MBA Guide 2020: Programs in Atlantic Canada,Rosemary Counter,2019-10-07T12:00:38Z,"Specializations, fast-tracking, brand-new buildings: Our updated 2020 MBA guide The post MBA Guide 2020: Programs in Atlantic Canada appeared first on Macleans.ca."
Is it possible to fight the climate crisis and eat some meat?,Christine Sismondo - Special to the Star,2019-10-15T10:00:00Z,"While health concerns are driving some to eat less meat, environmental concerns are also a consideration."
This Type of Algae Absorbs More Light for Photosynthesis Than Other Plants,Viviane Callier,2019-10-23T17:34:15Z,"Though evolutionary mergers between cells, some algae have developed the ability to convert a wider spectrum of light energy into sugars"
Great white tagging program off N.S. stirs debate over treatment of sharks,Michael Tutton,2019-10-15T18:54:19Z,Enthusiastic scientists aboard the research vessel MV Ocearch pumped their fists as a voice crackled over the radio announcing the expedition had hooked its 11th great white shark this fall off Nova Scotia.
Genetically modifying mosquitoes to control the spread of disease carries unknown risks,"Natalie Kofler, Françoise Baylis, Graham Dellaire, Landon J Getz",2019-10-06T16:29:41Z,Mosquitoes are one of the deadliest creatures because they are carriers for many lethal viruses
Bring those who question climate change into the discussion: panellists,The Canadian Press,2019-10-16T14:28:38Z,"A way must be found to bridge the tense political divide in Canada over climate change, or some citizens and political leaders will just keep avoiding the topic, panellists said on Monday, October 14, 2019, during a public forum in Halifax."
Businessman says he suffers from Havana syndrome after incident during trade mission,Elizabeth Payne,2019-10-09T10:00:00Z,"An Ontario businessman who travelled to Cuba in 2017 could be the first private Canadian citizen to have symptoms consistent with Havana syndrome, the mysterious illness that has affected diplomats and their families who were posted there. The man, who has as…"
"Here’s what you need to know about Trudeau, Scheer, Singh, May, Bernier and Blanchet",Tyler Dawson,2019-10-18T18:40:24Z,Scheer has been Conservative since high school; Singh may just be hipper than Trudeau; Bernier was in Harper's cabinet; and May wasn't born in Canada
"Rain, the horror! Parents divided over postponing Halloween due to bad weather",Douglas Quan,2019-10-30T23:59:29Z,'It’ll be miserable for everybody. It’ll be muddy and cold. What’s wrong with bumping it for a day?'
少吃紅肉能防癌？新研究顛覆認知 專家教你怎麼吃才健康,,2019-10-09T08:16:54Z,紅肉會致癌、增加心血管和糖尿病的風險，世界衛生組織（WHO）所屬的研究機構國際癌症研究署（IARC）甚至將紅肉列為2A級的致癌物（對人體致癌的可能性較高的物質），各國的飲食也都建議少吃紅肉。但近期有一個分析研究推翻這樣的說法，認為吃紅肉跟疾病沒有顯著的關係，因此不用刻意少吃。 風險低到不用在意，真的嗎？這項由加拿大戴爾豪斯大學（Dalhousie University）及麥克馬斯特大學（McMaster University）的研究團隊負責分析，由14位各領域專家，包括研究方法專家、營養流行病學家、營養師、家醫科…
Scientist who discredited meat guidelines didn’t report past food industry ties,The New York Times,2019-10-07T01:17:33Z,"Critics of the meat study say that while Johnston may have technically complied with the letter of the disclosure rules, he did not comply with the spirit of financial disclosure"
Elizabeth May timeline: Green leader to step down after 13 years at head of party,Cheryl Chan,2019-11-05T01:27:32Z,"Born in Connecticut, a teenage Elizabeth May moved to Nova Scotia with her family in 1973, working in the family’s restaurant and gift shop on the Cabot Trail. May first stepped into the public spotlight in the mid-1970s to protest aerial insecticide spraying…"
Ethical Red Flags Raised By Russia's CRISPR King,Andy Heil,2019-10-26T10:33:13Z,Moscow biologist and DNA specialist Denis Rebrikov has been kicking a scientific and ethical hornet's nest for nearly a year. Three prominent experts help parse the ethical dilemma over gene-editing work like his.
Nova Scotia first province to include breast density results in all mammograms,Elizabeth Mcsheffrey,2019-10-29T18:35:41Z,The Nova Scotia health department is encouraging any women who have had a screening done in the last two years to contact their primary health care provide and ask for their breast density information.
Confusion at the fish counter: How to eat fish responsibly,Jenny Weitzman,2019-10-27T18:59:41Z,Here’s how to make a responsible choice at the fish counter.
Why have there been so many meat recalls in Canada?,Jonathan Forani,2019-10-16T18:11:46Z,"A recent spate of food recalls across Canada related to E. coli and Listeria concerns reflect a more demanding Canadian Food Inspection Agency and not necessarily dangerous meat products, says one industry expert."
This grad had an epic reaction when he finally earned his degree,,2019-10-15T20:39:34Z,Baron Longley didn't wait to leave the stage to start celebrating his hard-earned bachelor of management degree from Dalhousie University last week. His celebration caused the crowd to erupt.
Yale astrophysicist to talk in Halifax tonight about changing ideas of our universe - Truro Daily News,John McPhee,2019-11-01T12:07:41Z,"The Washington Post calculates that the leader of Priyamvada Natarajan’s country had made 13,435 false or misleading claims as of Oct. 9.

In this climate of fact-denial and “fake news,” it’s more important than ever to"
The surprisingly boring road to self-driving cars,Jon Evans,2019-11-03T14:00:47Z,"At last, it is here! The truly self-driving car, no human behind the wheel! For the public! …A few hundred of them, in a closed beta, in a small corner of sun-drenched (never snow-drenched, almost never water-drenched) suburban Phoenix, five years later than …"
"The Grim Story of the Mackay-Bennett, the Titanic's Mortuary Ship",Claire Cock-Starkey,2019-11-01T19:30:00Z,"When the supposedly unsinkable 'Titanic' went down on April 15, 1912, the Halifax-based ship 'Mackay-Bennett' was assigned to recover its victims."
"The Grim Story of the Mackay-Bennett, the Titanic's Mortuary Ship",Claire Cock-Starkey,2019-11-01T19:30:00Z,"When the supposedly unsinkable 'Titanic' went down on April 15, 1912, the Halifax-based ship 'Mackay-Bennett' was assigned to recover its victims."
"Victoria Braithwaite, Who Said Fish Feel Pain, Dies at 52",Cornelia Dean,2019-11-01T21:34:12Z,"In two research papers and a book, Dr. Braithwaite made the case that fish react to unpleasant stimuli and argued that they be treated humanely."
Murder investigation launched after woman dies after 'altercation' in Halifax town centre,"Tom Wilkinson, Tom Wilkinson",2019-11-03T17:41:00Z,Twenty-six-year-old found unconscious
Why Feelings Are Like the Weather,Dayna Lee-Baggley Ph.D.,2019-11-06T14:39:38Z,A novel and scientific way to think about managing our emotions.
Why Feelings Are Like the Weather,Dayna Lee-Baggley Ph.D.,2019-11-06T14:39:38Z,A novel and scientific way to think about managing our emotions.
PCTEL Streamlines In-Building Testing for Critical Communications,,2019-11-05T13:57:44Z,"HALIFAX, Nova Scotia--(BUSINESS WIRE)--PCTEL is adding DMR measurements to its public safety network testing solution to streamline testing for in-building critical communications."
Nova Scotia couple donates Christmas tree for Boston holiday celebration,Maria Lovato,2019-11-06T17:12:47Z,"Continuing a 48-year-old tradition, Nova Scotia is sending Boston a 45-foot white spruce tree for the holidays as a thank you gift for sending help after the 1917 Halifax Explosion."
Audax Private Equity Completes the Sale of AAMP Global to The Halifax Group,,2019-11-06T15:06:11Z,"BOSTON--(BUSINESS WIRE)--Audax Private Equity (“Audax”), in partnership with management, has completed the sale of AAMP Global (“AAMP”, or the “Company”) to The Halifax Group. Headquartered in Clearwater, FL, AAMP is a leading global supplier of vehicle and r…"
"In 2015, conspiracy nuts were convinced the U.S. was going to invade Texas",Mike Vago,2019-11-03T16:00:00Z,The Jade Helm conspiracy theories may have been a dry run for Russia interfering in our elections.
Take An Incredible Canadian Voyage With Silversea Cruises,"DeMarco Williams, Contributor, DeMarco Williams, Contributor https://www.forbes.com/sites/forbestravelguide/people/demarcowilliams/",2019-11-06T13:18:07Z,Expect elevated amenities and adventures aboard the Silver Spirit. Forbes Travel Guide gives you an inside look.
Morning Thread,noreply@blogger.com (ql),2019-11-03T11:11:00Z,"The Halifax Examiner is having its annual subscription drive. Hard to believe the Examiner is now over five years old. Because of the heavy expenses associated with the investigation into a wrongful conviction, The Examiner finds itself in debt for the first …"
The surprisingly boring road to self-driving cars,,2019-11-03T14:00:47Z,"...A few hundred of them, in a closed beta, in a small corner of sun-drenched (never snow-drenched, almost never water-drenched) suburban Phoenix, five years later than some people were predicting six years ago. In practice, however, he understated, it seems …"
Elizabeth May quitte la chefferie du Parti vert,webmestre@ledevoir.com (La Presse canadienne),2019-11-04T18:02:35Z,"C'est Jo-Ann Roberts, candidate défaite du parti dans Halifax, qui assurera l'intérim."
Man arrested after woman dies following 'altercation',Sky,2019-11-03T20:07:00Z,"The woman, 26, died in hospital after she was found unconscious by emergency services in Halifax."
"'Opioidphobia' stigmatizes chronic pain sufferers, expert says",Kas Roussy,2019-11-03T09:00:00Z,"Almost 13,000 people died in 2018, the vast majority from illicit fentanyl use. However, medicinal dependency on opioids has also been a problem for a long time. Many doctors have prescribed them for patients who suffer from chronic pain — an affliction that …"
Ghost Nation S01E04 WEB x264-CAFFEiNE,"saamaan1@yahoo.com (Master), Master",2019-11-02T03:08:12Z,"Season 1, Episode 04 – “A Legendary Haunting” Dave, Steve, and Jason go solve a paranormal paramedic case in Halifax, Virginia. Links: HOMEPAGE – TVGUiDE Ghost.Nation.S01E04.WEB.x264-CAFFEiNE MKV | AAC | 341MB NFO – Torrent Search – UPLOADGiG – NiTROFLARE – R…"
Yale astrophysicist to talk in Halifax tonight about changing ideas of our universe - The Vanguard,John McPhee,2019-11-01T12:24:42Z,"The Washington Post calculates that the leader of Priyamvada Natarajan’s country had made 13,435 false or misleading claims as of Oct. 9.

In this climate of fact-denial and “fake news,” it’s more important than ever to"
How this Pulitzer-winning California paper covered the Kincade Fire,Kristen Hare,2019-11-06T11:17:00Z,"From person-to-person coaching and intensive hands-on seminars to interactive online courses and media reporting, Poynter helps journalists sharpen skills and elevate storytelling throughout their careers."
Yale astrophysicist to talk in Halifax tonight about changing ideas of our universe - TheChronicleHerald.ca,John McPhee,2019-11-03T06:31:48Z,"The Washington Post calculates that the leader of Priyamvada Natarajan’s country had made 13,435 false or misleading claims as of Oct. 9.

In this climate of fact-denial and “fake news,” it’s more important than ever to"
Tenants convinced they will remain renters for life,"By Simon Neville, PA City Editor",2019-11-03T09:00:08Z,"Two in five tenants living in rented property believe they will never be able to buy their own home, according to a new report."
IKEA Canada Family Membership Exclusive Sale Of Month November,Mr Busy,2019-11-01T18:30:10Z,"IKEA Canada has new local deals every month, exclusive for family membership holders (which is FREE to get). Visit IKEA Store near you and enjoy this month offers: IKEA Boucherville IKEA Burlington IKEA Calgary IKEA Coquitlam IKEA Edmonton IKEA Etobicoke IKEA…"
Via Rail Canada Discount Tuesday Offers: Big Savings Today!,Mr Busy,2019-11-05T14:00:37Z,"Via Rail Canada has a new list of deals where you can save on select train tickets across the country from Vancouver to Halifax! Keep in mind that you’re also permitted to take one stop-over at no extra charge, making this a possible two-in-one trip! Take adv…"
"Jim Gaffigan expands tour, adds 2nd Radio City Music Hall show",Bill Pearis,2019-11-05T18:29:48Z,"Jim Gaffigan's The Pale Tourist tour gets underway next week and dates go through spring of 2020, now including two NYC shows at Radio City Music Hall. Continue reading…"
"What’s New to Stream on Netflix for November 2019, and What’s Leaving",Rob Hunter,2019-11-02T21:09:00Z,"Some people spend their days arguing over the merits of Netflix, but the rest of us are too busy enjoying new movies, engaging series, and fun specials. It’s just one more way to re-watch the movies we already love and find new ones to cherish, and this month…"
Brad Marchand is pretty handy when it comes to puck control,Kevin Paul Dupont,2019-11-01T21:51:05Z,"The Bruins’ crafty winger hones his stickhandling skills beside the swimming pool, of all places."
"Victoria Braithwaite, professor who reported that fish feel pain, at 52",Cornelia Dean,2019-11-04T02:03:18Z,
Verint’s November Events Showcase AI and Automation to Increase Operational Efficiency Across the Enterprise and Leverage Workforce Management in the Cloud,,2019-11-01T12:37:09Z,"MELVILLE, N.Y.--(BUSINESS WIRE)-- #ActionableIntelligence--Verint’s November Events Showcase AI and Automation to Increase Operational Efficiency Across the Enterprise and Leverage Workforce Management"
NATO War Planners Tried Everything To Stop Russia's Deadly Submarines (Even Magnets),Steve Weintz,2019-11-02T16:30:00Z,"Steve Weintz Security, Anti-submarine warfare at its strangest. Key point: The magnets worked as intended, but were to impractical for training purposes. At the height of the Cold War, the Soviet Union had so many hundreds of deadly submarines at sea that Wes…"
2nd officer charged in jail death testifies she had no spit hood training,Blair Rhodes,2019-11-06T18:18:45Z,The second of two special constables on trial for criminal negligence in the death of a Halifax man testified in her own defence on Wednesday in Nova Scotia Supreme Court in Halifax.
IKEA Canada New Weekly Offers: Save up to 70% off Select Items & More Deals,Mr Busy,2019-11-04T22:40:58Z,"IKEA Canada has some new deals in all store locations. Each store has its own special offers so be sure to check out your local IKEA store offers! The offers are either Deal of the week, Store Event Deals, Now or Never Deals or Ikea Family Deals. Check out th…"
What you can do to find out if you have lead in your tap water,,2019-11-04T17:33:09Z,"Have questions about how to get the lead out of your house? From Halifax to Vanvouver, we’ve rounded up answers from Canadian cities."
A third of Halifax tests for lead in water exceed the federal guideline,"Robert Cribb - Investigative Reporter,Zane Woodford - Star Halifax",2019-11-04T10:00:00Z,That level of exceedance of the 5 parts per billion federal guideline is among the highest discovered in a national review of lead test data as part of a year-long investigation.
Could Harry and Meghan really leave the U.K. — or the Royal Family?,Janet Davison,2019-11-03T14:00:00Z,A bombshell TV documentary filmed while Prince Harry and Meghan were in Africa fuelled more speculation around a persistent storyline following the royal couple: Might they just pick up and leave the U.K. for a protracted period of time?
